"Port_Code","Port","Int_Code","Intl_Geography","Group_ID","I_Mode","Value_2010","Weight"
"42660","Seattle-Tacoma-Bellevue","392","Japan","04",4,276.57,2.33
"42660","Seattle-Tacoma-Bellevue","392","Japan","04",5,0.45,0.33
"42660","Seattle-Tacoma-Bellevue","392","Japan","05",3,598.29,1020.82
"42660","Seattle-Tacoma-Bellevue","392","Japan","05",4,104.16,0.69
"42660","Seattle-Tacoma-Bellevue","392","Japan","05",5,0.08,0.02
"42660","Seattle-Tacoma-Bellevue","392","Japan","06",3,113.71,8.28
"42660","Seattle-Tacoma-Bellevue","392","Japan","06",4,8.13,0.26
"42660","Seattle-Tacoma-Bellevue","392","Japan","06",5,0.14,9.10892589806336e-03
"42660","Seattle-Tacoma-Bellevue","392","Japan","07",3,290.17,98.34
"42660","Seattle-Tacoma-Bellevue","392","Japan","07",4,22.35,0.98
"42660","Seattle-Tacoma-Bellevue","392","Japan","07",5,0.06,0.06
"42660","Seattle-Tacoma-Bellevue","392","Japan","08",3,3614.89,256.67
"42660","Seattle-Tacoma-Bellevue","392","Japan","08",4,574.55,5.05
"42660","Seattle-Tacoma-Bellevue","392","Japan","08",5,3.91,0.36
"42660","Seattle-Tacoma-Bellevue","392","Japan","09",3,1178.78,53.05
"42660","Seattle-Tacoma-Bellevue","392","Japan","09",4,194.14,1.32
"42660","Seattle-Tacoma-Bellevue","392","Japan","09",5,4.40,0.18
"42660","Seattle-Tacoma-Bellevue","392","Japan","10",3,5832.12,346.32
"42660","Seattle-Tacoma-Bellevue","392","Japan","10",4,499.99,1.85
"42660","Seattle-Tacoma-Bellevue","392","Japan","10",5,2569.23,0.94
"42660","Seattle-Tacoma-Bellevue","392","Japan","11",3,428.73,9.16
"42660","Seattle-Tacoma-Bellevue","392","Japan","11",4,209.68,0.84
"42660","Seattle-Tacoma-Bellevue","392","Japan","11",5,0.86,0.02
"42660","Seattle-Tacoma-Bellevue","392","Japan","12",3,134.97,15.51
"42660","Seattle-Tacoma-Bellevue","392","Japan","12",4,57.44,0.68
"42660","Seattle-Tacoma-Bellevue","392","Japan","12",5,0.18,0.02
"42660","Seattle-Tacoma-Bellevue","392","Japan","13",3,63.40,132.24
"42660","Seattle-Tacoma-Bellevue","392","Japan","13",4,0.38,5.15044666298836e-03
"42660","Seattle-Tacoma-Bellevue","392","Japan","16",3,20.38,0.42
"42660","Seattle-Tacoma-Bellevue","392","Japan","16",4,176.66,0.21
"42660","Seattle-Tacoma-Bellevue","392","Japan","17",3,677.29,94.49
"42660","Seattle-Tacoma-Bellevue","392","Japan","17",4,134.01,1.86
"42660","Seattle-Tacoma-Bellevue","392","Japan","17",5,0.34,0.04
"42660","Seattle-Tacoma-Bellevue","410","Republic of Korea","01",3,1188.58,5201.77
"42660","Seattle-Tacoma-Bellevue","410","Republic of Korea","01",4,27.23,2.46
"42660","Seattle-Tacoma-Bellevue","410","Republic of Korea","01",5,1.5310678375e-03,3.21904542636363e-04
"42660","Seattle-Tacoma-Bellevue","410","Republic of Korea","02",3,6.58,31.73
"42660","Seattle-Tacoma-Bellevue","410","Republic of Korea","02",4,0.07,0.05
"42660","Seattle-Tacoma-Bellevue","410","Republic of Korea","03",3,189.50,367.03
"42660","Seattle-Tacoma-Bellevue","410","Republic of Korea","04",3,449.09,145.85
"42660","Seattle-Tacoma-Bellevue","410","Republic of Korea","04",4,19.20,0.79
"42660","Seattle-Tacoma-Bellevue","410","Republic of Korea","04",5,0.11,0.03
"42660","Seattle-Tacoma-Bellevue","410","Republic of Korea","05",3,229.76,638.83
"42660","Seattle-Tacoma-Bellevue","410","Republic of Korea","05",4,1.58,0.12
"42660","Seattle-Tacoma-Bellevue","410","Republic of Korea","06",3,111.74,15.92
"42660","Seattle-Tacoma-Bellevue","410","Republic of Korea","06",4,15.54,0.11
"42660","Seattle-Tacoma-Bellevue","410","Republic of Korea","06",5,0.15,9.67564270246462e-03
"42660","Seattle-Tacoma-Bellevue","410","Republic of Korea","07",3,94.65,42.86
"42660","Seattle-Tacoma-Bellevue","410","Republic of Korea","07",4,4.66,0.34
"42660","Seattle-Tacoma-Bellevue","410","Republic of Korea","08",3,633.33,99.13
"42660","Seattle-Tacoma-Bellevue","410","Republic of Korea","08",4,149.29,1.08
"42660","Seattle-Tacoma-Bellevue","410","Republic of Korea","08",5,0.39,0.03
"42660","Seattle-Tacoma-Bellevue","410","Republic of Korea","09",3,317.72,34.42
"42660","Seattle-Tacoma-Bellevue","410","Republic of Korea","09",4,83.60,0.66
"42660","Seattle-Tacoma-Bellevue","410","Republic of Korea","09",5,1.00,0.04
"42660","Seattle-Tacoma-Bellevue","410","Republic of Korea","10",3,1783.49,208.77
"42660","Seattle-Tacoma-Bellevue","410","Republic of Korea","10",4,104.22,0.68
"42660","Seattle-Tacoma-Bellevue","410","Republic of Korea","10",5,1266.29,0.46
"42660","Seattle-Tacoma-Bellevue","410","Republic of Korea","11",3,59.10,2.34
"42660","Seattle-Tacoma-Bellevue","410","Republic of Korea","11",4,125.65,0.48
"42660","Seattle-Tacoma-Bellevue","410","Republic of Korea","11",5,0.24,6.86724007985447e-03
"42660","Seattle-Tacoma-Bellevue","410","Republic of Korea","12",3,17.32,2.54
"42660","Seattle-Tacoma-Bellevue","410","Republic of Korea","12",4,1.19,7.10489601599999e-03
"42660","Seattle-Tacoma-Bellevue","410","Republic of Korea","12",5,1.64666946e-03,2.68940284297994e-04
"42660","Seattle-Tacoma-Bellevue","410","Republic of Korea","13",3,124.90,250.84
"42660","Seattle-Tacoma-Bellevue","410","Republic of Korea","13",4,0.06,3.96214004270831e-04
"42660","Seattle-Tacoma-Bellevue","410","Republic of Korea","16",3,113.81,0.42
"42660","Seattle-Tacoma-Bellevue","410","Republic of Korea","16",4,0.13,0.02
"42660","Seattle-Tacoma-Bellevue","410","Republic of Korea","16",5,0.26,0.01
"42660","Seattle-Tacoma-Bellevue","410","Republic of Korea","17",3,230.87,43.83
"42660","Seattle-Tacoma-Bellevue","410","Republic of Korea","17",4,138.06,0.73
"42660","Seattle-Tacoma-Bellevue","410","Republic of Korea","17",5,0.06,0.01
"42660","Seattle-Tacoma-Bellevue","484","Mexico","01",1,0.01,1.15711579264151e-04
"42660","Seattle-Tacoma-Bellevue","484","Mexico","01",3,8.98,2.90
"42660","Seattle-Tacoma-Bellevue","484","Mexico","01",4,0.04,4.0e-03
"42660","Seattle-Tacoma-Bellevue","484","Mexico","01",5,8.68764720352594e-03,7.42300697166256e-05
"42660","Seattle-Tacoma-Bellevue","484","Mexico","02",3,4.77,363.77
"42660","Seattle-Tacoma-Bellevue","484","Mexico","04",3,0.98,0.48
"42660","Seattle-Tacoma-Bellevue","484","Mexico","04",4,0.39,4.1e-03
"42660","Seattle-Tacoma-Bellevue","484","Mexico","04",5,0.01,2.25892857142857e-03
"42660","Seattle-Tacoma-Bellevue","484","Mexico","05",3,3.90,6.43
"42660","Seattle-Tacoma-Bellevue","484","Mexico","05",4,0.16,7.54999999999999e-03
"42660","Seattle-Tacoma-Bellevue","484","Mexico","06",4,0.62,0.01
"42660","Seattle-Tacoma-Bellevue","484","Mexico","06",5,0.27,0.01
"42660","Seattle-Tacoma-Bellevue","484","Mexico","07",3,1.04,1.16
"42660","Seattle-Tacoma-Bellevue","484","Mexico","07",4,0.05,2.25e-03
"42660","Seattle-Tacoma-Bellevue","484","Mexico","08",3,0.38,0.01
"42660","Seattle-Tacoma-Bellevue","484","Mexico","08",4,3.02,0.01
"42660","Seattle-Tacoma-Bellevue","484","Mexico","08",5,0.80,0.03
"42660","Seattle-Tacoma-Bellevue","484","Mexico","09",3,0.08,4.74999999999998e-03
"42660","Seattle-Tacoma-Bellevue","484","Mexico","09",4,4.31,0.08
"42660","Seattle-Tacoma-Bellevue","484","Mexico","09",5,0.57,0.03
"42660","Seattle-Tacoma-Bellevue","484","Mexico","10",1,3.48150650228002e-03,4.98104808550679e-04
"42660","Seattle-Tacoma-Bellevue","484","Mexico","10",2,1.14652447704297e-05,9.9633266581417e-06
"42660","Seattle-Tacoma-Bellevue","484","Mexico","10",3,5.95000000000002e-03,1.65000000000001e-03
"42660","Seattle-Tacoma-Bellevue","484","Mexico","10",4,1.84,3.50000000000001e-03
"42660","Seattle-Tacoma-Bellevue","484","Mexico","10",5,7.02825294955e-06,2.90732743021207e-07
"42660","Seattle-Tacoma-Bellevue","484","Mexico","11",3,0.79,0.01
"42660","Seattle-Tacoma-Bellevue","484","Mexico","11",4,9.82,0.03
"42660","Seattle-Tacoma-Bellevue","484","Mexico","12",1,0.07,0.01
"42660","Seattle-Tacoma-Bellevue","484","Mexico","12",2,8.79770321504972e-05,2.52336473348846e-05
"42660","Seattle-Tacoma-Bellevue","484","Mexico","12",3,2.0e-03,9.50000000000002e-04
"42660","Seattle-Tacoma-Bellevue","484","Mexico","12",5,1.04856353495773e-04,9.85766891616541e-06
"42660","Seattle-Tacoma-Bellevue","484","Mexico","12",7,5.39968824103807e-06,9.56232618341195e-08
"42660","Seattle-Tacoma-Bellevue","484","Mexico","13",4,3.67117869192392e-03,4.96105228638368e-05
"42660","Seattle-Tacoma-Bellevue","484","Mexico","17",1,5.66698956441934e-03,1.70037672014895e-03
"42660","Seattle-Tacoma-Bellevue","484","Mexico","17",2,3.3185510326604e-04,8.48992395256092e-05
"42660","Seattle-Tacoma-Bellevue","484","Mexico","17",3,0.13,0.04
"42660","Seattle-Tacoma-Bellevue","484","Mexico","17",4,0.42,2.39999999999999e-03
"42660","Seattle-Tacoma-Bellevue","484","Mexico","17",7,1.15533231461188e-06,4.80490450167784e-08
"42660","Seattle-Tacoma-Bellevue","528","Netherlands","01",3,52.57,21.49
"42660","Seattle-Tacoma-Bellevue","528","Netherlands","01",4,16.14,1.31
"42660","Seattle-Tacoma-Bellevue","528","Netherlands","01",5,0.24,0.11
"42660","Seattle-Tacoma-Bellevue","528","Netherlands","04",3,10.31,2.21
"42660","Seattle-Tacoma-Bellevue","528","Netherlands","04",4,5.09,0.07
"42660","Seattle-Tacoma-Bellevue","528","Netherlands","04",5,0.05,0.01
"42660","Seattle-Tacoma-Bellevue","528","Netherlands","05",3,3.32,2.64
"42660","Seattle-Tacoma-Bellevue","528","Netherlands","05",4,0.65,0.06
"42660","Seattle-Tacoma-Bellevue","528","Netherlands","06",3,3.24,0.67
"42660","Seattle-Tacoma-Bellevue","528","Netherlands","06",4,2.73,0.11
"42660","Seattle-Tacoma-Bellevue","528","Netherlands","06",5,1.8692993165e-03,2.0106439661423e-04
"42660","Seattle-Tacoma-Bellevue","528","Netherlands","07",3,0.31,0.11
"42660","Seattle-Tacoma-Bellevue","528","Netherlands","07",4,0.81,0.06
"42660","Seattle-Tacoma-Bellevue","528","Netherlands","07",5,0.14,0.08
"42660","Seattle-Tacoma-Bellevue","528","Netherlands","08",3,83.13,15.40
"42660","Seattle-Tacoma-Bellevue","528","Netherlands","08",4,244.54,0.95
"42660","Seattle-Tacoma-Bellevue","528","Netherlands","08",5,1.59,0.12
"42660","Seattle-Tacoma-Bellevue","528","Netherlands","09",3,51.74,0.27
"42660","Seattle-Tacoma-Bellevue","528","Netherlands","09",4,164.74,0.94
"42660","Seattle-Tacoma-Bellevue","528","Netherlands","09",5,0.32,0.01
"42660","Seattle-Tacoma-Bellevue","528","Netherlands","10",3,5.24,0.20
"42660","Seattle-Tacoma-Bellevue","528","Netherlands","10",4,61.05,0.11
"42660","Seattle-Tacoma-Bellevue","528","Netherlands","10",5,367.01,0.37
"42660","Seattle-Tacoma-Bellevue","528","Netherlands","11",3,3.72,0.12
"42660","Seattle-Tacoma-Bellevue","528","Netherlands","11",4,123.99,0.45
"42660","Seattle-Tacoma-Bellevue","528","Netherlands","11",5,0.25,1.74644428712974e-03
"42660","Seattle-Tacoma-Bellevue","528","Netherlands","12",3,0.18,0.01
"42660","Seattle-Tacoma-Bellevue","528","Netherlands","12",4,0.36,0.01
"42660","Seattle-Tacoma-Bellevue","528","Netherlands","13",3,0.06,0.32
"42660","Seattle-Tacoma-Bellevue","528","Netherlands","13",4,4.76261055063577e-03,1.48831566607089e-04
"42660","Seattle-Tacoma-Bellevue","528","Netherlands","16",4,0.04,1.333540061e-03
"42660","Seattle-Tacoma-Bellevue","528","Netherlands","17",3,3.16,0.26
"42660","Seattle-Tacoma-Bellevue","528","Netherlands","17",4,10.99,0.20
"42660","Seattle-Tacoma-Bellevue","528","Netherlands","17",5,0.05,0.01
"42660","Seattle-Tacoma-Bellevue","702","Singapore","01",3,67.31,67.84
"42660","Seattle-Tacoma-Bellevue","702","Singapore","01",4,2.12,0.54
"42660","Seattle-Tacoma-Bellevue","702","Singapore","01",5,1.291877712e-03,7.17709840000001e-05
"42660","Seattle-Tacoma-Bellevue","702","Singapore","02",3,2.44,13.91
"42660","Seattle-Tacoma-Bellevue","702","Singapore","02",4,3.9229411815e-03,1.1628571455e-03
"42660","Seattle-Tacoma-Bellevue","702","Singapore","03",3,40.31,115.93
"42660","Seattle-Tacoma-Bellevue","702","Singapore","03",4,3.07051821157211e-03,2.99562752348498e-04
"42660","Seattle-Tacoma-Bellevue","702","Singapore","04",3,173.93,28.83
"42660","Seattle-Tacoma-Bellevue","702","Singapore","04",4,24.70,0.28
"42660","Seattle-Tacoma-Bellevue","702","Singapore","04",5,3.719777685e-04,2.74476987769824e-05
"42660","Seattle-Tacoma-Bellevue","702","Singapore","05",3,41.79,28.80
"42660","Seattle-Tacoma-Bellevue","702","Singapore","05",4,3.02,0.11
"42660","Seattle-Tacoma-Bellevue","702","Singapore","06",3,5.77,0.41
"42660","Seattle-Tacoma-Bellevue","702","Singapore","06",4,1.29,0.03
"42660","Seattle-Tacoma-Bellevue","702","Singapore","07",3,4.05,2.89
"42660","Seattle-Tacoma-Bellevue","702","Singapore","07",4,1.98,0.02
"42660","Seattle-Tacoma-Bellevue","702","Singapore","07",5,3.2630975055e-03,4.8437865e-04
"42660","Seattle-Tacoma-Bellevue","702","Singapore","08",3,132.78,16.39
"42660","Seattle-Tacoma-Bellevue","702","Singapore","08",4,21.40,0.20
"42660","Seattle-Tacoma-Bellevue","702","Singapore","08",5,0.02,1.59059875876512e-03
"42660","Seattle-Tacoma-Bellevue","702","Singapore","09",3,25.35,1.72
"42660","Seattle-Tacoma-Bellevue","702","Singapore","09",4,43.54,0.17
"42660","Seattle-Tacoma-Bellevue","702","Singapore","09",5,0.36,0.01
"42660","Seattle-Tacoma-Bellevue","702","Singapore","10",3,125.05,9.10
"42660","Seattle-Tacoma-Bellevue","702","Singapore","10",4,54.48,0.08
"42660","Seattle-Tacoma-Bellevue","702","Singapore","10",5,1.61,0.02
"42660","Seattle-Tacoma-Bellevue","702","Singapore","11",3,39.83,1.37
"42660","Seattle-Tacoma-Bellevue","702","Singapore","11",4,33.04,0.11
"42660","Seattle-Tacoma-Bellevue","702","Singapore","11",5,0.48,9.73804899990894e-03
"42660","Seattle-Tacoma-Bellevue","702","Singapore","12",3,1.70,0.26
"42660","Seattle-Tacoma-Bellevue","702","Singapore","12",4,0.65,0.02
"42660","Seattle-Tacoma-Bellevue","702","Singapore","13",3,0.23,4.29
"42660","Seattle-Tacoma-Bellevue","702","Singapore","16",3,38.36,1.42
"42660","Seattle-Tacoma-Bellevue","702","Singapore","16",4,3.52,1.604150168e-03
"42660","Seattle-Tacoma-Bellevue","702","Singapore","17",3,22.10,2.18
"42660","Seattle-Tacoma-Bellevue","702","Singapore","17",4,11.21,0.39
"42660","Seattle-Tacoma-Bellevue","702","Singapore","17",5,0.08,0.01
"42660","Seattle-Tacoma-Bellevue","710","South Africa","01",3,9.06,5.47
"42660","Seattle-Tacoma-Bellevue","710","South Africa","01",4,0.21,0.02
"42660","Seattle-Tacoma-Bellevue","710","South Africa","01",5,0.45,0.14
"42660","Seattle-Tacoma-Bellevue","710","South Africa","02",3,0.03,0.08
"42660","Seattle-Tacoma-Bellevue","710","South Africa","04",3,1.99,1.31
"42660","Seattle-Tacoma-Bellevue","710","South Africa","04",4,4.25,0.03
"42660","Seattle-Tacoma-Bellevue","710","South Africa","05",3,0.58,0.73
"42660","Seattle-Tacoma-Bellevue","710","South Africa","05",4,0.02,1.75000000599999e-03
"42660","Seattle-Tacoma-Bellevue","710","South Africa","06",3,0.99,0.06
"42660","Seattle-Tacoma-Bellevue","710","South Africa","06",4,0.07,3.099999813e-03
"42660","Seattle-Tacoma-Bellevue","710","South Africa","06",5,1.095697583e-03,1.53699148411114e-05
"42660","Seattle-Tacoma-Bellevue","710","South Africa","07",3,3.08,1.47
"42660","Seattle-Tacoma-Bellevue","710","South Africa","07",4,0.04,2.1999999935e-03
"42660","Seattle-Tacoma-Bellevue","710","South Africa","08",3,1.82,0.12
"42660","Seattle-Tacoma-Bellevue","710","South Africa","08",4,1.98,0.04
"42660","Seattle-Tacoma-Bellevue","710","South Africa","09",3,0.06,2.61832241699998e-03
"42660","Seattle-Tacoma-Bellevue","710","South Africa","09",4,1.40,9.49999990999995e-03
"42660","Seattle-Tacoma-Bellevue","710","South Africa","10",3,1.28,0.13
"42660","Seattle-Tacoma-Bellevue","710","South Africa","10",4,5.10,0.01
"42660","Seattle-Tacoma-Bellevue","710","South Africa","11",3,0.49,0.02
"42660","Seattle-Tacoma-Bellevue","710","South Africa","11",4,3.36,0.01
"42660","Seattle-Tacoma-Bellevue","710","South Africa","11",5,5.420681671e-03,3.69947635e-05
"42660","Seattle-Tacoma-Bellevue","710","South Africa","12",3,0.15,0.01
"42660","Seattle-Tacoma-Bellevue","710","South Africa","12",4,0.03,2.850000008e-03
"42660","Seattle-Tacoma-Bellevue","710","South Africa","13",3,3.28268275990504e-03,0.01
"42660","Seattle-Tacoma-Bellevue","710","South Africa","13",4,1.98442091455347e-03,4.96105228638368e-05
"42660","Seattle-Tacoma-Bellevue","710","South Africa","16",3,0.08,6.952378272e-03
"42660","Seattle-Tacoma-Bellevue","710","South Africa","16",4,9.49999994999999e-03,1.5e-04
"42660","Seattle-Tacoma-Bellevue","710","South Africa","17",3,1.01,0.69
"42660","Seattle-Tacoma-Bellevue","710","South Africa","17",4,0.92,0.03
"42660","Seattle-Tacoma-Bellevue","710","South Africa","17",5,0.02,2.00516700431372e-04
"42660","Seattle-Tacoma-Bellevue","724","Spain","01",3,26.13,14.08
"42660","Seattle-Tacoma-Bellevue","724","Spain","01",4,1.05,0.06
"42660","Seattle-Tacoma-Bellevue","724","Spain","02",3,0.15,7.12
"42660","Seattle-Tacoma-Bellevue","724","Spain","02",4,2.91112104e-04,5.83427131e-04
"42660","Seattle-Tacoma-Bellevue","724","Spain","04",3,0.44,0.22
"42660","Seattle-Tacoma-Bellevue","724","Spain","04",4,1.85,0.02
"42660","Seattle-Tacoma-Bellevue","724","Spain","04",5,0.94,0.15
"42660","Seattle-Tacoma-Bellevue","724","Spain","05",3,0.23,0.21
"42660","Seattle-Tacoma-Bellevue","724","Spain","05",4,0.08,0.01
"42660","Seattle-Tacoma-Bellevue","724","Spain","05",5,0.01,2.57336778879905e-03
"42660","Seattle-Tacoma-Bellevue","724","Spain","06",4,0.54,0.01
"42660","Seattle-Tacoma-Bellevue","724","Spain","06",5,3.271291194e-03,3.51864564580583e-04
"42660","Seattle-Tacoma-Bellevue","724","Spain","07",3,1.71,1.01
"42660","Seattle-Tacoma-Bellevue","724","Spain","07",4,0.44,0.03
"42660","Seattle-Tacoma-Bellevue","724","Spain","08",3,1.63,0.23
"42660","Seattle-Tacoma-Bellevue","724","Spain","08",4,3.95,0.05
"42660","Seattle-Tacoma-Bellevue","724","Spain","08",5,9.53739248000005e-03,7.17931629180759e-04
"42660","Seattle-Tacoma-Bellevue","724","Spain","09",3,4.69,0.29
"42660","Seattle-Tacoma-Bellevue","724","Spain","09",4,4.14,0.02
"42660","Seattle-Tacoma-Bellevue","724","Spain","10",3,0.67,0.04
"42660","Seattle-Tacoma-Bellevue","724","Spain","10",4,6.40,0.03
"42660","Seattle-Tacoma-Bellevue","724","Spain","10",5,0.02,2.67707435920054e-03
"42660","Seattle-Tacoma-Bellevue","724","Spain","11",4,6.38,0.02
"42660","Seattle-Tacoma-Bellevue","724","Spain","11",5,1.32661074199999e-03,4.48491959999999e-05
"42660","Seattle-Tacoma-Bellevue","724","Spain","12",4,0.01,2.67509244e-04
"42660","Seattle-Tacoma-Bellevue","724","Spain","12",5,1.3749116555e-03,1.47187600436316e-05
"42660","Seattle-Tacoma-Bellevue","724","Spain","16",5,6.557685e-06,6.53514999999999e-07
"42660","Seattle-Tacoma-Bellevue","724","Spain","17",3,0.22,0.03
"42660","Seattle-Tacoma-Bellevue","724","Spain","17",4,1.08,0.02
"42660","Seattle-Tacoma-Bellevue","724","Spain","17",5,0.04,0.01
"42660","Seattle-Tacoma-Bellevue","792","Turkey","01",3,10.90,13.69
"42660","Seattle-Tacoma-Bellevue","792","Turkey","01",4,0.23,0.01
"42660","Seattle-Tacoma-Bellevue","792","Turkey","02",3,0.06,0.25
"42660","Seattle-Tacoma-Bellevue","792","Turkey","02",4,1.515451e-05,5.4338454e-05
"42660","Seattle-Tacoma-Bellevue","792","Turkey","04",3,2.49,2.33
"42660","Seattle-Tacoma-Bellevue","792","Turkey","04",4,0.35,0.01
"42660","Seattle-Tacoma-Bellevue","792","Turkey","05",3,0.96,2.25
"42660","Seattle-Tacoma-Bellevue","792","Turkey","05",4,0.11,1.2732919e-04
"42660","Seattle-Tacoma-Bellevue","792","Turkey","06",3,0.98,1.14
"42660","Seattle-Tacoma-Bellevue","792","Turkey","06",4,1.28,0.16
"42660","Seattle-Tacoma-Bellevue","792","Turkey","06",5,0.01,1.66345124796701e-03
"42660","Seattle-Tacoma-Bellevue","792","Turkey","07",3,1.46,1.62
"42660","Seattle-Tacoma-Bellevue","792","Turkey","07",4,0.07,5.2911746775e-03
"42660","Seattle-Tacoma-Bellevue","792","Turkey","07",5,1.10484639e-03,3.349800225e-04
"42660","Seattle-Tacoma-Bellevue","792","Turkey","08",3,3.57,0.14
"42660","Seattle-Tacoma-Bellevue","792","Turkey","08",4,1.18,0.02
"42660","Seattle-Tacoma-Bellevue","792","Turkey","09",3,2.89,0.08
"42660","Seattle-Tacoma-Bellevue","792","Turkey","09",4,8.79,0.03
"42660","Seattle-Tacoma-Bellevue","792","Turkey","10",3,5.17,0.59
"42660","Seattle-Tacoma-Bellevue","792","Turkey","10",4,6.44,0.02
"42660","Seattle-Tacoma-Bellevue","792","Turkey","10",5,2679.25,5.78
"42660","Seattle-Tacoma-Bellevue","792","Turkey","11",4,2.60,8.93334829249998e-03
"42660","Seattle-Tacoma-Bellevue","792","Turkey","12",3,0.24,0.33
"42660","Seattle-Tacoma-Bellevue","792","Turkey","12",4,0.01,8.03097283499997e-04
"42660","Seattle-Tacoma-Bellevue","792","Turkey","12",5,1.688888872e-03,5.8237547310345e-05
"42660","Seattle-Tacoma-Bellevue","792","Turkey","13",3,0.04,0.10
"42660","Seattle-Tacoma-Bellevue","792","Turkey","16",4,0.27,6.87027028799999e-03
"42660","Seattle-Tacoma-Bellevue","792","Turkey","17",3,0.74,0.17
"42660","Seattle-Tacoma-Bellevue","792","Turkey","17",4,1.86,0.03
"42660","Seattle-Tacoma-Bellevue","792","Turkey","17",5,0.06,4.6623076831058e-03
"42660","Seattle-Tacoma-Bellevue","826","United Kingdom of Great Britain and Northern Ireland","01",3,39.02,23.57
"42660","Seattle-Tacoma-Bellevue","826","United Kingdom of Great Britain and Northern Ireland","01",4,5.31,0.91
"42660","Seattle-Tacoma-Bellevue","826","United Kingdom of Great Britain and Northern Ireland","01",5,6.64,2.83
"42660","Seattle-Tacoma-Bellevue","826","United Kingdom of Great Britain and Northern Ireland","02",3,0.14,0.35
"42660","Seattle-Tacoma-Bellevue","826","United Kingdom of Great Britain and Northern Ireland","02",4,0.03,0.01
"42660","Seattle-Tacoma-Bellevue","826","United Kingdom of Great Britain and Northern Ireland","02",5,4.58164e-03,0.01
"42660","Seattle-Tacoma-Bellevue","826","United Kingdom of Great Britain and Northern Ireland","03",3,3.75,2.26
"42660","Seattle-Tacoma-Bellevue","826","United Kingdom of Great Britain and Northern Ireland","03",4,0.03,0.07
"42660","Seattle-Tacoma-Bellevue","826","United Kingdom of Great Britain and Northern Ireland","04",3,16.04,3.35
"42660","Seattle-Tacoma-Bellevue","826","United Kingdom of Great Britain and Northern Ireland","04",4,13.70,0.23
"42660","Seattle-Tacoma-Bellevue","826","United Kingdom of Great Britain and Northern Ireland","04",5,2.92,0.49
"42660","Seattle-Tacoma-Bellevue","826","United Kingdom of Great Britain and Northern Ireland","05",3,2.70,1.92
"42660","Seattle-Tacoma-Bellevue","826","United Kingdom of Great Britain and Northern Ireland","05",4,2.08,0.11
"42660","Seattle-Tacoma-Bellevue","826","United Kingdom of Great Britain and Northern Ireland","05",5,0.48,0.08
"42660","Seattle-Tacoma-Bellevue","826","United Kingdom of Great Britain and Northern Ireland","06",3,2.79,0.29
"42660","Seattle-Tacoma-Bellevue","826","United Kingdom of Great Britain and Northern Ireland","06",4,4.17,0.11
"42660","Seattle-Tacoma-Bellevue","826","United Kingdom of Great Britain and Northern Ireland","06",5,1.30,0.14
"42660","Seattle-Tacoma-Bellevue","826","United Kingdom of Great Britain and Northern Ireland","07",3,8.69,2.44
"42660","Seattle-Tacoma-Bellevue","826","United Kingdom of Great Britain and Northern Ireland","07",4,4.88,0.29
"42660","Seattle-Tacoma-Bellevue","826","United Kingdom of Great Britain and Northern Ireland","07",5,0.06,0.03
"42660","Seattle-Tacoma-Bellevue","826","United Kingdom of Great Britain and Northern Ireland","08",3,24.59,2.61
"42660","Seattle-Tacoma-Bellevue","826","United Kingdom of Great Britain and Northern Ireland","08",4,95.84,0.78
"42660","Seattle-Tacoma-Bellevue","826","United Kingdom of Great Britain and Northern Ireland","08",5,2.09,0.15
"42660","Seattle-Tacoma-Bellevue","826","United Kingdom of Great Britain and Northern Ireland","09",3,82.49,0.44
"42660","Seattle-Tacoma-Bellevue","826","United Kingdom of Great Britain and Northern Ireland","09",4,110.45,0.76
"42660","Seattle-Tacoma-Bellevue","826","United Kingdom of Great Britain and Northern Ireland","09",5,4.74,0.30
"42660","Seattle-Tacoma-Bellevue","826","United Kingdom of Great Britain and Northern Ireland","10",3,16.16,1.59
"42660","Seattle-Tacoma-Bellevue","826","United Kingdom of Great Britain and Northern Ireland","10",4,133.03,0.40
"42660","Seattle-Tacoma-Bellevue","826","United Kingdom of Great Britain and Northern Ireland","10",5,683.83,0.79
"42660","Seattle-Tacoma-Bellevue","826","United Kingdom of Great Britain and Northern Ireland","11",3,1.59,0.09
"42660","Seattle-Tacoma-Bellevue","826","United Kingdom of Great Britain and Northern Ireland","11",4,61.58,0.24
"42660","Seattle-Tacoma-Bellevue","826","United Kingdom of Great Britain and Northern Ireland","11",5,1.12,7.25572546532167e-03
"42660","Seattle-Tacoma-Bellevue","826","United Kingdom of Great Britain and Northern Ireland","12",3,0.64,0.05
"42660","Seattle-Tacoma-Bellevue","826","United Kingdom of Great Britain and Northern Ireland","12",4,20.46,0.46
"42660","Seattle-Tacoma-Bellevue","826","United Kingdom of Great Britain and Northern Ireland","12",5,40.17,0.43
"42660","Seattle-Tacoma-Bellevue","826","United Kingdom of Great Britain and Northern Ireland","13",3,0.90,0.10
"42660","Seattle-Tacoma-Bellevue","826","United Kingdom of Great Britain and Northern Ireland","13",4,0.04,3.45933257645015e-04
"42660","Seattle-Tacoma-Bellevue","826","United Kingdom of Great Britain and Northern Ireland","16",4,0.95,0.01
"42660","Seattle-Tacoma-Bellevue","826","United Kingdom of Great Britain and Northern Ireland","16",5,2.68525197e-04,2.6760243e-05
"42660","Seattle-Tacoma-Bellevue","826","United Kingdom of Great Britain and Northern Ireland","17",3,6.72,1.02
